CA,NY,FL,TX,IL,WA,AGE,MAR,SEX,YES_STEM,NO_STEM,UNKNOWN_INDUSTRY,INCOME
0,0,0,0,0,1,32,0,1,0,0,1,18000
0,0,0,0,0,1,33,0,0,0,0,1,35900
0,0,0,0,0,1,30,0,1,0,0,1,33500
0,0,0,0,0,1,22,0,1,0,0,1,20000
0,0,0,0,0,1,23,0,0,0,0,1,21000
0,0,0,0,0,1,33,1,0,0,0,1,67600
0,0,0,0,0,1,32,1,1,0,0,1,105000
0,0,0,0,0,1,33,0,0,0,0,1,24000
0,0,0,0,0,1,30,1,1,0,0,1,37400
0,0,0,0,0,1,31,1,0,0,0,1,40800
0,0,0,0,0,1,30,0,1,1,0,0,124600
0,0,0,0,0,1,29,0,0,0,0,1,14200
0,0,0,0,0,1,27,0,0,0,0,1,24000
0,0,0,0,0,1,30,1,0,0,0,1,9200
0,0,0,0,0,1,30,1,1,0,0,1,5700
0,0,0,0,0,1,25,0,1,0,0,1,17000
0,0,0,0,0,1,32,1,1,0,0,1,80000
0,0,0,0,0,1,32,1,0,0,0,1,50000
0,0,0,0,0,1,26,1,0,0,0,1,60000
0,0,0,0,0,1,30,0,0,0,0,1,123070
0,0,0,0,0,1,24,0,0,0,0,1,2400
0,0,0,0,0,1,24,1,1,0,0,1,1300
0,0,0,0,0,1,35,0,0,0,0,1,55000
0,0,0,0,0,1,34,1,0,0,0,1,5000
0,0,0,0,0,1,30,1,1,0,0,1,18900
0,0,0,0,0,1,29,0,0,1,0,0,11000
0,0,0,0,0,1,34,1,1,1,0,0,102000
0,0,0,0,0,1,34,1,0,0,0,1,115500
0,0,0,0,0,1,22,0,0,0,0,1,14200
0,0,0,0,0,1,27,0,1,0,0,1,750
0,0,0,0,0,1,34,0,1,0,0,1,8600
0,0,0,0,0,1,31,0,1,0,0,1,32800
0,0,0,0,0,1,25,0,1,1,0,0,11100
0,0,0,0,0,1,33,1,1,1,0,0,105000
0,0,0,0,0,1,32,1,0,0,0,1,57000
0,0,0,0,0,1,31,1,0,0,0,1,3900
0,0,0,0,0,1,33,1,1,0,0,1,33000
0,0,0,0,0,1,26,0,1,0,0,1,21300
0,0,0,0,0,1,25,0,0,0,0,1,16600
0,0,0,0,0,1,33,0,1,0,0,1,1800
0,0,0,0,0,1,31,0,1,0,0,1,60000
0,0,0,0,0,1,30,1,0,0,0,1,32000
0,0,0,0,0,1,33,0,0,0,0,1,35700
0,0,0,0,0,1,24,0,1,0,0,1,72000
0,0,0,0,0,1,29,1,1,0,0,1,43000
0,0,0,0,0,1,28,1,0,0,0,1,20000
0,0,0,0,0,1,25,0,1,0,0,1,5900
0,0,0,0,0,1,26,0,0,0,0,1,24000
0,0,0,0,0,1,25,0,1,0,0,1,25000
0,0,0,0,0,1,27,0,1,1,0,0,8000
0,0,0,0,0,1,23,0,0,0,0,1,7500
0,0,0,0,0,1,24,0,1,0,0,1,14000
0,0,0,0,0,1,35,1,0,0,0,1,42000
0,0,0,0,0,1,31,1,0,0,0,1,67000
0,0,0,0,0,1,34,1,1,1,0,0,25000
0,0,0,0,0,1,30,1,1,0,0,1,85000
0,0,0,0,0,1,26,0,0,0,0,1,7000
0,0,0,0,0,1,22,0,0,1,0,0,5000
0,0,0,0,0,1,24,0,1,0,0,1,16000
0,0,0,0,0,1,28,1,0,0,0,1,28000
0,0,0,0,0,1,30,1,1,0,0,1,15100
0,0,0,0,0,1,28,1,0,1,0,0,110000
0,0,0,0,0,1,30,1,1,0,0,1,50000
0,0,0,0,0,1,35,1,1,0,0,1,12500
0,0,0,0,0,1,34,1,0,0,0,1,44000
0,0,0,0,0,1,24,0,1,1,0,0,70000
0,0,0,0,0,1,30,0,1,0,0,1,600
0,0,0,0,0,1,24,0,0,0,0,1,15000
0,0,0,0,0,1,27,0,1,0,0,1,22000
0,0,0,0,0,1,24,0,0,0,0,1,26000
0,0,0,0,0,1,25,1,0,0,0,1,33000
0,0,0,0,0,1,24,1,1,1,0,0,27000
0,0,0,0,0,1,32,0,1,0,0,1,31000
0,0,0,0,0,1,29,0,1,0,0,1,39000
0,0,0,0,0,1,34,1,0,0,0,1,24000
0,0,0,0,0,1,35,1,1,0,0,1,21500
0,0,0,0,0,1,35,1,0,0,0,1,4000
0,0,0,0,0,1,26,0,1,0,0,1,200
0,0,0,0,0,1,30,1,0,0,0,1,22200
0,0,0,0,0,1,29,1,1,0,0,1,38000
0,0,0,0,0,1,26,0,1,0,0,1,8700
0,0,0,0,0,1,28,0,0,0,0,1,9600
0,0,0,0,0,1,23,0,1,0,0,1,20000
0,0,0,0,0,1,33,1,0,0,0,1,34000
0,0,0,0,0,1,25,0,1,0,0,1,15280
0,0,0,0,0,1,27,1,0,0,0,1,5000
0,0,0,0,0,1,27,1,1,0,0,1,36000
0,0,0,0,0,1,27,0,0,0,0,1,10000
0,0,0,0,0,1,27,0,1,0,0,1,27100
0,0,0,0,0,1,27,0,0,0,0,1,32000
0,0,0,0,0,1,34,1,1,0,0,1,30000
0,0,0,0,0,1,26,0,1,0,0,1,1200
0,0,0,0,0,1,32,1,0,0,0,1,36900
0,0,0,0,0,1,26,1,1,0,0,1,67000
0,0,0,0,0,1,31,1,1,0,0,1,18000
0,0,0,0,0,1,33,1,0,0,0,1,38000
0,0,0,0,0,1,26,1,0,1,0,0,26000
0,0,0,0,0,1,27,1,1,0,0,1,27000
0,0,0,0,0,1,22,0,0,0,0,1,3500
0,0,0,0,0,1,33,0,1,0,0,1,60000
0,0,0,0,0,1,28,0,0,0,0,1,35140
0,0,0,0,0,1,34,1,0,0,0,1,55000
0,0,0,0,0,1,22,0,0,0,0,1,8204
0,0,0,0,0,1,25,0,0,1,0,0,80050
0,0,0,0,0,1,29,0,1,0,0,1,56010
0,0,0,0,0,1,23,0,1,0,0,1,2600
0,0,0,0,0,1,35,0,0,0,0,1,15100
0,0,0,0,0,1,33,0,1,0,0,1,96000
0,0,0,0,0,1,26,0,1,0,0,1,13000
0,0,0,0,0,1,24,0,0,0,0,1,14000
0,0,0,0,0,1,33,1,0,1,0,0,3500
0,0,0,0,0,1,32,0,1,0,0,1,56600
0,0,0,0,0,1,32,0,0,0,0,1,28000
0,0,0,0,0,1,30,1,0,1,0,0,42000
0,0,0,0,0,1,30,1,1,0,0,1,38000
0,0,0,0,0,1,33,1,1,1,0,0,60000
0,0,0,0,0,1,33,1,0,0,0,1,26000
0,0,0,0,0,1,35,0,0,0,0,1,12000
0,0,0,0,0,1,31,0,0,0,0,1,7100
0,0,0,0,0,1,25,0,1,0,0,1,10000
0,0,0,0,0,1,24,0,1,0,0,1,17500
0,0,0,0,0,1,22,0,1,0,0,1,8200
0,0,0,0,0,1,25,1,0,0,0,1,7500
0,0,0,0,0,1,24,1,1,0,0,1,14800
0,0,0,0,0,1,24,1,0,0,0,1,19020
0,0,0,0,0,1,24,1,1,0,0,1,19000
0,0,0,0,0,1,35,0,1,0,0,1,59000
0,0,0,0,0,1,23,1,1,0,0,1,54000
0,0,0,0,0,1,24,0,1,0,0,1,90000
0,0,0,0,0,1,35,0,1,0,0,1,19200
0,0,0,0,0,1,35,1,0,0,0,1,8000
0,0,0,0,0,1,35,1,1,0,0,1,62000
0,0,0,0,0,1,32,1,0,0,0,1,20000
0,0,0,0,0,1,28,1,0,1,0,0,43000
0,0,0,0,0,1,32,1,1,0,0,1,50000
0,0,0,0,0,1,23,0,1,0,0,1,9000
0,0,0,0,0,1,35,1,0,0,0,1,34800
0,0,0,0,0,1,34,1,1,0,0,1,23000
0,0,0,0,0,1,22,0,1,0,0,1,25400
0,0,0,0,0,1,27,0,1,0,0,1,15600
0,0,0,0,0,1,31,1,0,0,0,1,9600
0,0,0,0,0,1,33,1,1,0,0,1,18700
0,0,0,0,0,1,33,1,1,1,0,0,79000
0,0,0,0,0,1,32,1,0,1,0,0,65000
0,0,0,0,0,1,30,0,1,0,0,1,57000
0,0,0,0,0,1,29,0,0,0,0,1,35400
0,0,0,0,0,1,27,1,1,0,0,1,38000
0,0,0,0,0,1,24,1,0,0,0,1,28000
0,0,0,0,0,1,34,1,1,0,0,1,55000
0,0,0,0,0,1,29,0,0,1,0,0,47000
0,0,0,0,0,1,32,0,1,0,0,1,48000
0,0,0,0,0,1,24,0,0,0,0,1,40000
0,0,0,0,0,1,25,0,1,0,0,1,34200
0,0,0,0,0,1,26,0,1,0,0,1,12500
0,0,0,0,0,1,35,0,1,0,0,1,40200
0,0,0,0,0,1,34,0,1,0,0,1,10000
0,0,0,0,0,1,27,0,1,1,0,0,16000
0,0,0,0,0,1,31,0,1,1,0,0,26000
0,0,0,0,0,1,26,0,1,0,0,1,15000
0,0,0,0,0,1,34,1,1,0,0,1,97000
0,0,0,0,0,1,32,1,0,0,0,1,88000
0,0,0,0,0,1,32,0,0,0,0,1,38800
0,0,0,0,0,1,27,0,0,0,0,1,7000
0,0,0,0,0,1,26,0,1,0,0,1,19800
0,0,0,0,0,1,24,0,1,0,0,1,52000
0,0,0,0,0,1,25,1,1,1,0,0,22200
0,0,0,0,0,1,28,1,0,0,0,1,32500
0,0,0,0,0,1,28,0,1,0,0,1,30000
0,0,0,0,0,1,25,0,0,0,0,1,12000
0,0,0,0,0,1,30,0,0,0,0,1,55000
0,0,0,0,0,1,29,1,1,1,0,0,75000
0,0,0,0,0,1,24,1,0,0,0,1,25000
0,0,0,0,0,1,26,0,1,0,0,1,38000
0,0,0,0,0,1,29,0,1,0,0,1,22000
0,0,0,0,0,1,26,0,1,0,0,1,37500
0,0,0,0,0,1,26,1,1,0,0,1,36000
0,0,0,0,0,1,35,1,0,0,0,1,13500
0,0,0,0,0,1,33,1,1,0,0,1,62000
0,0,0,0,0,1,23,0,0,0,0,1,14000
0,0,0,0,0,1,25,0,1,0,0,1,12000
0,0,0,0,0,1,25,0,0,1,0,0,8300
0,0,0,0,0,1,27,0,0,0,0,1,4000
0,0,0,0,0,1,23,0,0,0,0,1,9500
0,0,0,0,0,1,24,1,1,0,0,1,5600
0,0,0,0,0,1,23,1,0,0,0,1,7700
0,0,0,0,0,1,27,0,1,0,0,1,2400
0,0,0,0,0,1,22,0,1,0,0,1,20000
0,0,0,0,0,1,33,1,1,0,0,1,40000
0,0,0,0,0,1,29,0,1,0,0,1,33800
0,0,0,0,0,1,29,0,1,0,0,1,70000
0,0,0,0,0,1,29,0,0,0,0,1,50
0,0,0,0,0,1,30,0,0,0,0,1,30200
0,0,0,0,0,1,25,0,0,0,0,1,10000
0,0,0,0,0,1,28,0,1,0,0,1,50000
0,0,0,0,0,1,25,1,0,0,0,1,85200
0,0,0,0,0,1,28,1,1,0,0,1,19000
0,0,0,0,0,1,23,0,0,0,0,1,4000
0,0,0,0,0,1,32,0,0,0,0,1,48000
0,0,0,0,0,1,35,1,0,1,0,0,50250
0,0,0,0,0,1,29,1,1,0,0,1,92000
0,0,0,0,0,1,35,1,0,1,0,0,54400
0,0,0,0,0,1,26,0,1,0,0,1,4500
0,0,0,0,0,1,22,1,1,0,0,1,36000
0,0,0,0,0,1,26,1,1,0,0,1,5000
0,0,0,0,0,1,26,1,0,0,0,1,4000
0,0,0,0,0,1,30,0,1,0,0,1,51000
0,0,0,0,0,1,25,0,0,0,0,1,20000
0,0,0,0,0,1,33,1,1,0,0,1,24400
0,0,0,0,0,1,25,1,0,0,0,1,71000
0,0,0,0,0,1,26,0,0,0,0,1,70000
0,0,0,0,0,1,32,1,0,1,0,0,25300
0,0,0,0,0,1,29,0,1,0,0,1,30000
0,0,0,0,0,1,23,0,1,0,0,1,20800
0,0,0,0,0,1,31,0,0,0,0,1,11300
0,0,0,0,0,1,34,1,0,0,0,1,26800
0,0,0,0,0,1,34,0,0,1,0,0,160000
0,0,0,0,0,1,24,1,0,0,0,1,35000
0,0,0,0,0,1,28,0,1,1,0,0,45700
0,0,0,0,0,1,22,0,1,0,0,1,6800
0,0,0,0,0,1,34,1,0,0,0,1,32400
0,0,0,0,0,1,28,0,1,0,0,1,4300
0,0,0,0,0,1,25,0,1,0,0,1,18200
0,0,0,0,0,1,30,1,1,0,0,1,18000
0,0,0,0,0,1,26,0,1,0,0,1,11300
0,0,0,0,0,1,28,1,1,0,0,1,24000
0,0,0,0,0,1,24,0,1,0,0,1,6000
0,0,0,0,0,1,26,1,0,0,0,1,4500
0,0,0,0,0,1,32,1,1,1,0,0,100000
0,0,0,0,0,1,28,1,0,1,0,0,30000
0,0,0,0,0,1,27,1,1,0,0,1,70000
0,0,0,0,0,1,30,1,0,0,0,1,36000
0,0,0,0,0,1,29,0,0,0,0,1,7700
0,0,0,0,0,1,35,1,1,0,0,1,34000
0,0,0,0,0,1,32,1,0,0,0,1,100000
0,0,0,0,0,1,34,1,1,0,0,1,130000
0,0,0,0,0,1,25,0,1,0,0,1,16000
0,0,0,0,0,1,34,1,0,1,0,0,26000
0,0,0,0,0,1,30,0,0,0,0,1,58600
0,0,0,0,0,1,28,0,0,0,0,1,38600
0,0,0,0,0,1,24,0,1,0,0,1,12000
0,0,0,0,0,1,33,1,0,0,0,1,22200
0,0,0,0,0,1,30,0,0,0,0,1,66480
0,0,0,0,0,1,27,0,0,0,0,1,52000
0,0,0,0,0,1,26,0,1,1,0,0,60000
0,0,0,0,0,1,30,1,1,0,0,1,26000
0,0,0,0,0,1,32,1,0,0,0,1,4200
0,0,0,0,0,1,30,0,0,0,0,1,52000
0,0,0,0,0,1,26,0,1,0,0,1,12000
0,0,0,0,0,1,26,0,1,0,0,1,30000
0,0,0,0,0,1,24,0,0,1,0,0,35050
0,0,0,0,0,1,27,0,1,0,0,1,25000
0,0,0,0,0,1,24,1,1,1,0,0,29300
0,0,0,0,0,1,25,1,0,0,0,1,45700
0,0,0,0,0,1,22,0,0,0,0,1,18000
0,0,0,0,0,1,22,0,0,0,0,1,8500
0,0,0,0,0,1,33,0,0,1,0,0,45100
0,0,0,0,0,1,35,0,0,0,0,1,12000
0,0,0,0,0,1,22,0,0,0,0,1,20000
0,0,0,0,0,1,22,0,1,1,0,0,3600
0,0,0,0,0,1,31,1,1,1,0,0,51060
0,0,0,0,0,1,33,0,0,0,0,1,33660
0,0,0,0,0,1,26,1,0,1,0,0,115010
0,0,0,0,0,1,30,1,1,1,0,0,95000
0,0,0,0,0,1,35,1,1,0,0,1,35000
0,0,0,0,0,1,30,1,0,0,0,1,30000
0,0,0,0,0,1,34,0,0,0,0,1,29900
0,0,0,0,0,1,23,0,1,0,0,1,19000
0,0,0,0,0,1,30,0,1,0,0,1,10400
0,0,0,0,0,1,35,1,0,0,0,1,42000
0,0,0,0,0,1,22,1,1,0,0,1,24300
0,0,0,0,0,1,33,1,1,0,0,1,56000
0,0,0,0,0,1,29,1,1,0,0,1,40000
0,0,0,0,0,1,30,0,0,0,0,1,13500
0,0,0,0,0,1,28,1,1,0,0,1,64000
0,0,0,0,0,1,28,1,0,0,0,1,28000
0,0,0,0,0,1,28,0,0,0,0,1,25000
0,0,0,0,0,1,28,1,0,1,0,0,72000
0,0,0,0,0,1,29,1,1,1,0,0,50000
0,0,0,0,0,1,24,0,1,0,0,1,18000
0,0,0,0,0,1,24,0,1,0,0,1,10000
0,0,0,0,0,1,22,0,0,0,0,1,6000
0,0,0,0,0,1,26,0,0,0,0,1,6000
0,0,0,0,0,1,25,0,1,0,0,1,22000
0,0,0,0,0,1,26,0,0,1,0,0,11000
0,0,0,0,0,1,29,0,1,0,0,1,50000
0,0,0,0,0,1,28,0,1,0,0,1,60000
0,0,0,0,0,1,23,0,0,0,0,1,3800
0,0,0,0,0,1,23,0,0,0,0,1,8500
0,0,0,0,0,1,35,0,1,0,0,1,33000
0,0,0,0,0,1,30,0,1,0,0,1,4400
0,0,0,0,0,1,33,0,1,0,0,1,11400
0,0,0,0,0,1,34,0,1,0,0,1,35000
0,0,0,0,0,1,25,0,0,0,0,1,33000
0,0,0,0,0,1,23,0,1,0,0,1,42000
0,0,0,0,0,1,32,1,1,1,0,0,93100
0,0,0,0,0,1,30,0,1,0,0,1,48000
0,0,0,0,0,1,27,0,0,0,0,1,30000
0,0,0,0,0,1,29,0,0,0,0,1,65000
0,0,0,0,0,1,23,0,1,0,0,1,5500
0,0,0,0,0,1,27,0,1,0,0,1,4000
0,0,0,0,0,1,28,1,1,0,0,1,29300
0,0,0,0,0,1,31,1,0,0,0,1,50
0,0,0,0,0,1,26,0,1,0,0,1,10010
0,0,0,0,0,1,23,0,1,0,0,1,5000
0,0,0,0,0,1,28,1,1,0,0,1,35000
0,0,0,0,0,1,25,1,0,0,0,1,51000
0,0,0,0,0,1,26,0,1,1,0,0,25000
0,0,0,0,0,1,22,0,0,0,0,1,12000
0,0,0,0,0,1,33,1,0,0,0,1,6000
0,0,0,0,0,1,32,1,0,0,0,1,72000
0,0,0,0,0,1,34,1,1,0,0,1,11800
0,0,0,0,0,1,32,1,0,0,0,1,70100
0,0,0,0,0,1,35,1,1,0,0,1,60040
0,0,0,0,0,1,29,1,0,0,0,1,2000
0,0,0,0,0,1,32,1,1,0,0,1,36000
0,0,0,0,0,1,30,0,1,1,0,0,24000
0,0,0,0,0,1,25,0,1,0,0,1,30000
0,0,0,0,0,1,35,1,1,0,0,1,1400
0,0,0,0,0,1,34,1,0,1,0,0,63000
0,0,0,0,0,1,22,0,1,0,0,1,11000
0,0,0,0,0,1,24,1,1,0,0,1,24000
0,0,0,0,0,1,28,0,1,0,0,1,20000
0,0,0,0,0,1,25,1,1,0,0,1,31800
0,0,0,0,0,1,28,1,0,0,0,1,30000
0,0,0,0,0,1,34,0,1,0,0,1,55010
0,0,0,0,0,1,32,0,1,0,0,1,36010
0,0,0,0,0,1,26,0,0,0,0,1,21000
0,0,0,0,0,1,34,0,1,0,0,1,36000
0,0,0,0,0,1,23,0,1,0,0,1,18000
0,0,0,0,0,1,30,1,0,0,0,1,15000
0,0,0,0,0,1,32,1,1,0,0,1,38000
0,0,0,0,0,1,27,1,0,0,0,1,14500
0,0,0,0,0,1,22,0,1,0,0,1,1900
0,0,0,0,0,1,31,1,1,0,0,1,45000
0,0,0,0,0,1,28,1,0,0,0,1,39000
0,0,0,0,0,1,30,1,0,0,0,1,6000
0,0,0,0,0,1,22,0,0,0,0,1,1700
0,0,0,0,0,1,24,1,1,0,0,1,35000
0,0,0,0,0,1,23,1,0,1,0,0,23000
0,0,0,0,0,1,33,0,0,0,0,1,28260
0,0,0,0,0,1,34,1,0,0,0,1,6500
0,0,0,0,0,1,28,1,0,0,0,1,5000
0,0,0,0,0,1,24,0,0,1,0,0,65000
0,0,0,0,0,1,25,0,1,0,0,1,49100
0,0,0,0,0,1,25,0,0,1,0,0,16700
0,0,0,0,0,1,24,0,1,1,0,0,15030
0,0,0,0,0,1,25,0,1,0,0,1,75050
0,0,0,0,0,1,33,0,0,0,0,1,25000
0,0,0,0,0,1,33,1,1,0,0,1,40000
0,0,0,0,0,1,33,1,0,0,0,1,50000
0,0,0,0,0,1,26,0,1,0,0,1,9100
0,0,0,0,0,1,26,0,0,1,0,0,7300
0,0,0,0,0,1,27,1,1,0,0,1,79000
0,0,0,0,0,1,27,1,0,1,0,0,43000
0,0,0,0,0,1,31,1,1,0,0,1,30000
0,0,0,0,0,1,30,0,1,0,0,1,19000
0,0,0,0,0,1,24,0,1,0,0,1,400
0,0,0,0,0,1,22,1,0,0,0,1,5100
0,0,0,0,0,1,26,1,1,0,0,1,27000
0,0,0,0,0,1,31,1,1,1,0,0,16000
0,0,0,0,0,1,32,1,0,1,0,0,46000
0,0,0,0,0,1,26,0,0,0,0,1,6000
0,0,0,0,0,1,28,0,0,0,0,1,130000
0,0,0,0,0,1,25,0,0,0,0,1,6780
0,0,0,0,0,1,30,0,1,0,0,1,30000
0,0,0,0,0,1,31,0,0,1,0,0,63050
0,0,0,0,0,1,26,0,1,0,0,1,4300
0,0,0,0,0,1,22,0,1,0,0,1,8000
0,0,0,0,0,1,25,0,0,0,0,1,3000
0,0,0,0,0,1,23,0,1,0,0,1,6000
0,0,0,0,0,1,29,0,0,0,0,1,40200
0,0,0,0,0,1,33,0,0,0,0,1,20000
0,0,0,0,0,1,32,1,0,0,0,1,560
0,0,0,0,0,1,31,0,1,0,0,1,90120
0,0,0,0,0,1,31,0,0,0,0,1,32800
0,0,0,0,0,1,34,1,1,0,0,1,48140
0,0,0,0,0,1,33,1,0,0,0,1,2400
0,0,0,0,0,1,34,1,1,0,0,1,20400
0,0,0,0,0,1,23,0,1,0,0,1,7000
0,0,0,0,0,1,22,0,0,0,0,1,3900
0,0,0,0,0,1,29,0,0,0,0,1,52000
0,0,0,0,0,1,34,0,1,0,0,1,8900
0,0,0,0,0,1,23,0,0,0,0,1,13000
0,0,0,0,0,1,33,0,1,1,0,0,68000
0,0,0,0,0,1,25,0,1,0,0,1,29800
0,0,0,0,0,1,30,0,0,0,0,1,26200
0,0,0,0,0,1,24,1,0,0,0,1,29000
0,0,0,0,0,1,27,1,1,0,0,1,23000
0,0,0,0,0,1,22,0,0,0,0,1,5000
0,0,0,0,0,1,29,1,1,0,0,1,25000
0,0,0,0,0,1,24,1,0,0,0,1,15000
0,0,0,0,0,1,30,1,1,1,0,0,57000
0,0,0,0,0,1,27,0,0,1,0,0,33010
0,0,0,0,0,1,29,0,0,0,0,1,13600
0,0,0,0,0,1,28,1,1,0,0,1,43000
0,0,0,0,0,1,31,0,1,0,0,1,5200
0,0,0,0,0,1,34,1,0,0,0,1,4800
0,0,0,0,0,1,28,1,0,0,0,1,32400
0,0,0,0,0,1,23,1,1,0,0,1,8000
0,0,0,0,0,1,26,0,0,0,0,1,36000
0,0,0,0,0,1,27,0,1,0,0,1,25900
0,0,0,0,0,1,32,1,0,0,0,1,5600
0,0,0,0,0,1,32,1,1,0,0,1,37000
0,0,0,0,0,1,24,1,1,0,0,1,17400
0,0,0,0,0,1,26,1,0,0,0,1,40000
0,0,0,0,0,1,29,0,1,0,0,1,59180
0,0,0,0,0,1,24,0,0,0,0,1,1200
0,0,0,0,0,1,30,1,0,0,0,1,29000
0,0,0,0,0,1,30,1,1,0,0,1,46500
0,0,0,0,0,1,23,0,1,1,0,0,7300
0,0,0,0,0,1,22,0,0,0,0,1,16200
0,0,0,0,0,1,29,0,1,0,0,1,30000
0,0,0,0,0,1,28,1,1,0,0,1,26000
0,0,0,0,0,1,23,1,0,0,0,1,19000
0,0,0,0,0,1,24,0,0,0,0,1,50000
0,0,0,0,0,1,28,0,0,0,0,1,260
0,0,0,0,0,1,30,1,0,0,0,1,800
0,0,0,0,0,1,34,1,1,0,0,1,3000
0,0,0,0,0,1,34,0,1,0,0,1,9000
0,0,0,0,0,1,23,0,0,0,0,1,18000
0,0,0,0,0,1,27,0,0,0,0,1,50000
0,0,0,0,0,1,24,0,1,0,0,1,10000
0,0,0,0,0,1,25,0,0,0,0,1,5000
0,0,0,0,0,1,31,1,0,0,0,1,3500
0,0,0,0,0,1,32,1,1,1,0,0,55000
0,0,0,0,0,1,32,1,0,0,0,1,42000
0,0,0,0,0,1,33,0,0,0,0,1,18030
0,0,0,0,0,1,30,0,1,0,0,1,39000
0,0,0,0,0,1,33,1,1,1,0,0,48000
0,0,0,0,0,1,34,1,0,0,0,1,48000
0,0,0,0,0,1,28,1,1,0,0,1,52000
0,0,0,0,0,1,30,1,0,1,0,0,85000
0,0,0,0,0,1,26,0,0,1,0,0,35000
0,0,0,0,0,1,32,0,1,0,0,1,30400
0,0,0,0,0,1,24,0,1,0,0,1,32000
0,0,0,0,0,1,24,0,0,0,0,1,9500
0,0,0,0,0,1,26,0,0,0,0,1,13000
0,0,0,0,0,1,23,0,1,0,0,1,37000
0,0,0,0,0,1,34,0,0,0,0,1,44500
0,0,0,0,0,1,28,0,1,0,0,1,67000
0,0,0,0,0,1,30,0,1,0,0,1,47000
0,0,0,0,0,1,31,0,0,0,0,1,11000
0,0,0,0,0,1,23,0,0,0,0,1,10000
0,0,0,0,0,1,28,0,0,0,0,1,5200
0,0,0,0,0,1,34,1,1,1,0,0,93200
0,0,0,0,0,1,32,1,0,1,0,0,68000
0,0,0,0,0,1,24,0,1,0,0,1,24800
0,0,0,0,0,1,29,0,1,0,0,1,22200
0,0,0,0,0,1,35,1,0,0,0,1,15000
0,0,0,0,0,1,24,0,1,0,0,1,19004
0,0,0,0,0,1,27,1,1,0,0,1,50000
0,0,0,0,0,1,27,1,0,0,0,1,4500
0,0,0,0,0,1,32,1,1,0,0,1,28000
0,0,0,0,0,1,33,1,0,0,0,1,52000
0,0,0,0,0,1,30,0,0,0,0,1,62500
0,0,0,0,0,1,30,0,0,0,0,1,45000
0,0,0,0,0,1,25,0,1,0,0,1,40000
0,0,0,0,0,1,22,0,0,0,0,1,15000
0,0,0,0,0,1,23,0,0,1,0,0,19404
0,0,0,0,0,1,25,0,0,1,0,0,27700
0,0,0,0,0,1,32,1,1,0,0,1,40000
0,0,0,0,0,1,32,1,0,0,0,1,12000
0,0,0,0,0,1,25,1,1,0,0,1,33500
0,0,0,0,0,1,24,0,0,0,0,1,18500
0,0,0,0,0,1,24,0,0,1,0,0,12000
0,0,0,0,0,1,32,0,0,0,0,1,11000
0,0,0,0,0,1,25,0,0,0,0,1,15490
0,0,0,0,0,1,26,0,1,0,0,1,11500
0,0,0,0,0,1,26,0,0,0,0,1,5900
0,0,0,0,0,1,31,0,1,0,0,1,37300
0,0,0,0,0,1,33,1,1,0,0,1,26000
0,0,0,0,0,1,26,1,0,0,0,1,18700
0,0,0,0,0,1,30,1,0,0,0,1,75000
0,0,0,0,0,1,35,1,1,1,0,0,85000
0,0,0,0,0,1,22,0,0,0,0,1,6600
0,0,0,0,0,1,22,0,1,0,0,1,18200
0,0,0,0,0,1,33,1,1,1,0,0,70000
0,0,0,0,0,1,29,0,1,0,0,1,40000
0,0,0,0,0,1,27,0,0,0,0,1,30000
0,0,0,0,0,1,25,1,1,0,0,1,3500
0,0,0,0,0,1,30,1,0,0,0,1,9200
0,0,0,0,0,1,29,1,1,0,0,1,40000
0,0,0,0,0,1,29,1,0,1,0,0,42000
0,0,0,0,0,1,31,1,1,0,0,1,75000
0,0,0,0,0,1,33,1,0,0,0,1,7400
0,0,0,0,0,1,32,1,1,0,0,1,31000
0,0,0,0,0,1,23,0,1,0,0,1,5000
0,0,0,0,0,1,33,1,0,0,0,1,45000
0,0,0,0,0,1,27,0,1,0,0,1,20000
0,0,0,0,0,1,26,1,1,0,0,1,32000
0,0,0,0,0,1,30,0,1,0,0,1,10000
0,0,0,0,0,1,34,1,0,0,0,1,15700
0,0,0,0,0,1,27,0,0,0,0,1,46500
0,0,0,0,0,1,35,0,0,0,0,1,1500
0,0,0,0,0,1,35,1,0,0,0,1,29000
0,0,0,0,0,1,30,0,0,1,0,0,3300
0,0,0,0,0,1,31,0,1,0,0,1,28700
0,0,0,0,0,1,33,0,1,0,0,1,8100
0,0,0,0,0,1,24,0,0,0,0,1,43520
0,0,0,0,0,1,22,1,1,0,0,1,12000
0,0,0,0,0,1,25,1,0,0,0,1,14060
0,0,0,0,0,1,30,1,1,0,0,1,48000
0,0,0,0,0,1,32,0,1,0,0,1,99000
0,0,0,0,0,1,30,0,1,0,0,1,20000
0,0,0,0,0,1,22,1,1,0,0,1,24000
0,0,0,0,0,1,33,0,1,0,0,1,42000
0,0,0,0,0,1,30,1,1,1,0,0,70000
0,0,0,0,0,1,29,1,0,0,0,1,20000
0,0,0,0,0,1,28,1,1,0,0,1,24000
0,0,0,0,0,1,33,1,0,0,0,1,15000
0,0,0,0,0,1,26,0,1,0,0,1,2000
0,0,0,0,0,1,29,1,1,0,0,1,14400
0,0,0,0,0,1,23,1,0,0,0,1,3100
0,0,0,0,0,1,26,1,0,0,0,1,14900
0,0,0,0,0,1,35,1,1,0,0,1,9100
0,0,0,0,0,1,30,0,0,0,0,1,32000
