CA,NY,FL,TX,IL,WA,AGE,MAR,SEX,YES_STEM,NO_STEM,UNKNOWN_INDUSTRY,INCOME
0,0,0,0,0,1,35,1,1,1,0,0,55800
0,0,0,0,0,1,29,1,0,0,0,1,18000
0,0,0,0,0,1,24,1,1,1,0,0,40000
0,0,0,0,0,1,23,1,0,0,0,1,2500
0,0,0,0,0,1,26,0,0,0,0,1,7900
0,0,0,0,0,1,30,0,0,0,0,1,35000
0,0,0,0,0,1,28,1,0,0,0,1,9200
0,0,0,0,0,1,25,1,1,0,0,1,40000
0,0,0,0,0,1,23,1,0,0,0,1,20000
0,0,0,0,0,1,25,0,1,1,0,0,35000
0,0,0,0,0,1,24,0,1,0,0,1,10000
0,0,0,0,0,1,31,0,0,0,0,1,4900
0,0,0,0,0,1,29,1,0,0,0,1,10000
0,0,0,0,0,1,31,1,1,0,0,1,40000
0,0,0,0,0,1,22,0,0,0,0,1,27000
0,0,0,0,0,1,23,0,1,0,0,1,7500
0,0,0,0,0,1,33,0,1,0,0,1,20000
0,0,0,0,0,1,29,1,1,0,0,1,34000
0,0,0,0,0,1,31,1,0,0,0,1,27200
0,0,0,0,0,1,32,1,1,0,0,1,36700
0,0,0,0,0,1,29,1,0,0,0,1,1800
0,0,0,0,0,1,25,0,0,0,0,1,20000
0,0,0,0,0,1,34,1,1,0,0,1,46000
0,0,0,0,0,1,33,1,0,0,0,1,60000
0,0,0,0,0,1,25,1,0,0,0,1,100
0,0,0,0,0,1,31,1,1,0,0,1,80000
0,0,0,0,0,1,26,0,1,0,0,1,12000
0,0,0,0,0,1,22,0,1,0,0,1,38000
0,0,0,0,0,1,22,0,0,0,0,1,10000
0,0,0,0,0,1,33,0,1,0,0,1,2000
0,0,0,0,0,1,31,0,1,0,0,1,7300
0,0,0,0,0,1,29,1,0,0,0,1,44900
0,0,0,0,0,1,26,0,0,0,0,1,10000
0,0,0,0,0,1,24,0,1,0,0,1,5400
0,0,0,0,0,1,32,1,0,1,0,0,373000
0,0,0,0,0,1,35,1,1,0,0,1,20000
0,0,0,0,0,1,28,0,1,0,0,1,16000
0,0,0,0,0,1,25,0,0,0,0,1,8000
0,0,0,0,0,1,32,1,1,0,0,1,82000
0,0,0,0,0,1,23,0,1,0,0,1,45000
0,0,0,0,0,1,22,1,1,0,0,1,38400
0,0,0,0,0,1,34,1,1,1,0,0,42000
0,0,0,0,0,1,24,1,1,0,0,1,25000
0,0,0,0,0,1,25,1,0,0,0,1,15000
0,0,0,0,0,1,29,0,0,1,0,0,32990
0,0,0,0,0,1,32,0,1,1,0,0,373300
0,0,0,0,0,1,26,1,0,0,0,1,20000
0,0,0,0,0,1,35,1,1,0,0,1,78000
0,0,0,0,0,1,33,1,0,0,0,1,77000
0,0,0,0,0,1,24,0,0,0,0,1,9000
0,0,0,0,0,1,32,1,1,1,0,0,54000
0,0,0,0,0,1,35,1,1,0,0,1,61000
0,0,0,0,0,1,29,1,0,0,0,1,14400
0,0,0,0,0,1,32,1,0,0,0,1,28600
0,0,0,0,0,1,26,0,1,0,0,1,40000
0,0,0,0,0,1,30,1,1,1,0,0,86000
0,0,0,0,0,1,25,0,1,0,0,1,47000
0,0,0,0,0,1,30,1,1,1,0,0,102040
0,0,0,0,0,1,28,1,0,0,0,1,20100
0,0,0,0,0,1,28,0,0,0,0,1,43800
0,0,0,0,0,1,26,0,1,0,0,1,43000
0,0,0,0,0,1,29,0,0,0,0,1,59000
0,0,0,0,0,1,31,1,0,0,0,1,5700
0,0,0,0,0,1,30,1,1,0,0,1,29000
0,0,0,0,0,1,26,0,1,0,0,1,15000
0,0,0,0,0,1,25,0,0,0,0,1,6200
0,0,0,0,0,1,25,0,1,0,0,1,35800
0,0,0,0,0,1,29,1,1,0,0,1,29000
0,0,0,0,0,1,33,1,0,0,0,1,30000
0,0,0,0,0,1,27,0,1,0,0,1,33500
0,0,0,0,0,1,22,0,0,0,0,1,18500
0,0,0,0,0,1,33,0,1,0,0,1,35000
0,0,0,0,0,1,31,0,0,0,0,1,19000
0,0,0,0,0,1,24,0,1,0,0,1,19000
0,0,0,0,0,1,25,0,0,0,0,1,14900
0,0,0,0,0,1,35,0,1,0,0,1,8900
0,0,0,0,0,1,23,1,0,0,0,1,32000
0,0,0,0,0,1,27,1,1,0,0,1,20000
0,0,0,0,0,1,28,1,1,0,0,1,22000
0,0,0,0,0,1,25,0,1,0,0,1,12500
0,0,0,0,0,1,23,0,1,1,0,0,18000
0,0,0,0,0,1,24,0,1,0,0,1,14000
0,0,0,0,0,1,32,1,0,0,0,1,60000
0,0,0,0,0,1,27,0,1,1,0,0,30000
0,0,0,0,0,1,25,0,1,0,0,1,8600
0,0,0,0,0,1,24,0,0,0,0,1,8000
0,0,0,0,0,1,26,1,0,0,0,1,38000
0,0,0,0,0,1,31,1,1,0,0,1,40000
0,0,0,0,0,1,32,0,1,0,0,1,24000
0,0,0,0,0,1,30,1,1,0,0,1,11000
0,0,0,0,0,1,26,0,0,0,0,1,30000
0,0,0,0,0,1,24,0,0,0,0,1,30000
0,0,0,0,0,1,30,0,1,0,0,1,25000
0,0,0,0,0,1,30,0,0,0,0,1,22000
0,0,0,0,0,1,29,1,1,0,0,1,33400
0,0,0,0,0,1,35,1,1,0,0,1,120000
0,0,0,0,0,1,24,0,0,0,0,1,21600
0,0,0,0,0,1,35,0,0,1,0,0,69000
0,0,0,0,0,1,30,0,0,0,0,1,21600
0,0,0,0,0,1,29,0,1,0,0,1,22500
0,0,0,0,0,1,23,0,0,0,0,1,10
0,0,0,0,0,1,22,0,1,0,0,1,21000
0,0,0,0,0,1,28,0,0,0,0,1,20000
0,0,0,0,0,1,25,0,1,0,0,1,22000
0,0,0,0,0,1,35,1,1,0,0,1,35000
0,0,0,0,0,1,35,1,0,0,0,1,28800
0,0,0,0,0,1,31,0,1,0,0,1,8200
0,0,0,0,0,1,33,1,1,0,0,1,54800
0,0,0,0,0,1,27,1,1,0,0,1,60400
0,0,0,0,0,1,23,0,0,0,0,1,4000
0,0,0,0,0,1,28,1,0,0,0,1,40000
0,0,0,0,0,1,32,1,1,0,0,1,12500
0,0,0,0,0,1,23,0,0,0,0,1,8000
0,0,0,0,0,1,34,1,1,0,0,1,8500
0,0,0,0,0,1,26,0,0,0,0,1,17000
0,0,0,0,0,1,26,0,1,0,0,1,13300
0,0,0,0,0,1,33,1,1,0,0,1,62000
0,0,0,0,0,1,27,0,1,0,0,1,85000
0,0,0,0,0,1,23,0,0,0,0,1,16000
0,0,0,0,0,1,24,0,1,0,0,1,22000
0,0,0,0,0,1,33,0,0,0,0,1,8500
0,0,0,0,0,1,30,0,1,0,0,1,24000
0,0,0,0,0,1,23,0,1,1,0,0,5000
0,0,0,0,0,1,27,0,1,0,0,1,2000
0,0,0,0,0,1,22,0,0,0,0,1,10
0,0,0,0,0,1,26,0,0,0,0,1,30000
0,0,0,0,0,1,25,0,0,0,0,1,38400
0,0,0,0,0,1,28,0,1,0,0,1,1000
0,0,0,0,0,1,22,0,0,0,0,1,12000
0,0,0,0,0,1,24,0,1,0,0,1,33600
0,0,0,0,0,1,33,0,1,1,0,0,50000
0,0,0,0,0,1,34,1,0,0,0,1,7000
0,0,0,0,0,1,33,1,1,0,0,1,29000
0,0,0,0,0,1,30,0,1,0,0,1,25000
0,0,0,0,0,1,34,1,1,1,0,0,119000
0,0,0,0,0,1,24,0,0,0,0,1,15000
0,0,0,0,0,1,31,0,1,0,0,1,25000
0,0,0,0,0,1,23,0,1,0,0,1,6500
0,0,0,0,0,1,25,0,0,0,0,1,16800
0,0,0,0,0,1,30,0,1,0,0,1,20000
0,0,0,0,0,1,29,0,0,0,0,1,7900
0,0,0,0,0,1,32,1,1,0,0,1,51300
0,0,0,0,0,1,31,1,0,1,0,0,48090
0,0,0,0,0,1,29,1,0,0,0,1,30000
0,0,0,0,0,1,29,1,1,0,0,1,70000
0,0,0,0,0,1,35,0,1,0,0,1,45000
0,0,0,0,0,1,28,0,0,0,0,1,19000
0,0,0,0,0,1,32,1,0,0,0,1,42000
0,0,0,0,0,1,31,1,1,0,0,1,31900
0,0,0,0,0,1,26,0,0,0,0,1,36000
0,0,0,0,0,1,27,0,0,0,0,1,3400
0,0,0,0,0,1,26,0,0,0,0,1,20000
0,0,0,0,0,1,23,1,1,0,0,1,4000
0,0,0,0,0,1,30,0,0,0,0,1,21000
0,0,0,0,0,1,24,1,1,0,0,1,45000
0,0,0,0,0,1,25,1,0,0,0,1,53000
0,0,0,0,0,1,27,0,1,0,0,1,31200
0,0,0,0,0,1,32,1,1,0,0,1,85000
0,0,0,0,0,1,32,1,0,0,0,1,50
0,0,0,0,0,1,28,0,1,0,0,1,52000
0,0,0,0,0,1,33,1,0,0,0,1,4600
0,0,0,0,0,1,33,1,1,0,0,1,50000
0,0,0,0,0,1,26,0,0,0,0,1,44000
0,0,0,0,0,1,28,0,1,0,0,1,3000
0,0,0,0,0,1,33,1,1,0,0,1,18000
0,0,0,0,0,1,25,0,0,0,0,1,39600
0,0,0,0,0,1,24,0,1,0,0,1,19200
0,0,0,0,0,1,30,0,1,0,0,1,4000
0,0,0,0,0,1,22,0,0,0,0,1,4520
0,0,0,0,0,1,25,0,0,0,0,1,7200
0,0,0,0,0,1,35,0,1,0,0,1,30000
0,0,0,0,0,1,27,1,0,0,0,1,29000
0,0,0,0,0,1,28,0,1,0,0,1,20000
0,0,0,0,0,1,27,0,1,0,0,1,43200
0,0,0,0,0,1,27,1,1,0,0,1,20000
0,0,0,0,0,1,23,1,0,0,0,1,13700
0,0,0,0,0,1,32,0,0,0,0,1,18000
0,0,0,0,0,1,34,0,1,1,0,0,35400
0,0,0,0,0,1,32,1,0,0,0,1,26300
0,0,0,0,0,1,33,1,1,0,0,1,65000
0,0,0,0,0,1,26,0,1,0,0,1,28000
0,0,0,0,0,1,33,1,0,0,0,1,800
0,0,0,0,0,1,32,1,0,0,0,1,44000
0,0,0,0,0,1,34,0,1,0,0,1,45000
0,0,0,0,0,1,26,0,0,0,0,1,35000
0,0,0,0,0,1,26,0,1,0,0,1,23000
0,0,0,0,0,1,34,0,0,0,0,1,20000
0,0,0,0,0,1,28,1,0,1,0,0,52000
0,0,0,0,0,1,30,1,1,0,0,1,20000
0,0,0,0,0,1,22,0,1,0,0,1,10
0,0,0,0,0,1,33,0,0,0,0,1,4900
0,0,0,0,0,1,25,0,1,1,0,0,2600
0,0,0,0,0,1,26,0,0,0,0,1,26000
0,0,0,0,0,1,27,0,1,1,0,0,54000
0,0,0,0,0,1,24,0,1,0,0,1,42000
0,0,0,0,0,1,33,0,0,0,0,1,13800
0,0,0,0,0,1,33,1,0,0,0,1,42500
0,0,0,0,0,1,22,0,1,0,0,1,25000
0,0,0,0,0,1,25,0,1,0,0,1,20800
0,0,0,0,0,1,33,0,1,0,0,1,43000
0,0,0,0,0,1,32,0,1,1,0,0,100000
0,0,0,0,0,1,31,0,0,0,0,1,9000
0,0,0,0,0,1,27,0,1,0,0,1,6000
0,0,0,0,0,1,27,0,1,1,0,0,65000
0,0,0,0,0,1,27,1,1,0,0,1,200
0,0,0,0,0,1,32,1,0,0,0,1,67000
0,0,0,0,0,1,32,1,1,1,0,0,59000
0,0,0,0,0,1,28,0,1,0,0,1,21000
0,0,0,0,0,1,28,0,1,0,0,1,6000
0,0,0,0,0,1,24,0,0,1,0,0,10000
0,0,0,0,0,1,30,1,0,1,0,0,45600
0,0,0,0,0,1,27,0,0,0,0,1,22600
0,0,0,0,0,1,26,0,0,0,0,1,25000
0,0,0,0,0,1,31,0,1,0,0,1,2600
0,0,0,0,0,1,28,0,1,0,0,1,500
0,0,0,0,0,1,25,0,1,0,0,1,3000
0,0,0,0,0,1,34,1,0,0,0,1,70000
0,0,0,0,0,1,32,0,1,0,0,1,45020
0,0,0,0,0,1,25,1,0,1,0,0,35000
0,0,0,0,0,1,28,1,1,0,0,1,15000
0,0,0,0,0,1,23,0,0,1,0,0,40050
0,0,0,0,0,1,35,0,0,0,0,1,15100
0,0,0,0,0,1,32,0,1,0,0,1,35500
0,0,0,0,0,1,32,0,0,0,0,1,18000
0,0,0,0,0,1,29,0,1,0,0,1,3200
0,0,0,0,0,1,24,0,1,0,0,1,38600
0,0,0,0,0,1,28,1,0,0,0,1,30900
0,0,0,0,0,1,30,1,1,0,0,1,33000
0,0,0,0,0,1,32,1,0,1,0,0,1200
0,0,0,0,0,1,33,1,1,1,0,0,64200
0,0,0,0,0,1,31,1,0,0,0,1,26300
0,0,0,0,0,1,25,0,1,0,0,1,32000
0,0,0,0,0,1,34,0,1,0,0,1,47000
0,0,0,0,0,1,25,1,0,0,0,1,25000
0,0,0,0,0,1,27,1,1,0,0,1,40000
0,0,0,0,0,1,28,1,1,0,0,1,16000
0,0,0,0,0,1,23,0,1,0,0,1,6000
0,0,0,0,0,1,33,1,0,0,0,1,11400
0,0,0,0,0,1,32,0,1,0,0,1,29300
0,0,0,0,0,1,33,0,0,0,0,1,6500
0,0,0,0,0,1,27,0,0,0,0,1,12500
0,0,0,0,0,1,35,0,0,0,0,1,69000
0,0,0,0,0,1,35,0,1,0,0,1,35000
0,0,0,0,0,1,32,0,0,0,0,1,35200
0,0,0,0,0,1,24,0,1,0,0,1,20000
0,0,0,0,0,1,28,0,1,0,0,1,19000
0,0,0,0,0,1,27,1,1,0,0,1,38000
0,0,0,0,0,1,27,1,0,0,0,1,7000
0,0,0,0,0,1,28,0,1,0,0,1,18800
0,0,0,0,0,1,22,0,1,0,0,1,7200
0,0,0,0,0,1,28,1,0,1,0,0,112000
0,0,0,0,0,1,28,1,1,1,0,0,24160
0,0,0,0,0,1,28,0,0,0,0,1,17000
0,0,0,0,0,1,30,0,1,1,0,0,60000
0,0,0,0,0,1,32,0,0,0,0,1,10300
0,0,0,0,0,1,29,0,0,0,0,1,28010
0,0,0,0,0,1,29,0,1,0,0,1,15850
0,0,0,0,0,1,29,0,0,0,0,1,2900
0,0,0,0,0,1,23,0,0,0,0,1,21900
0,0,0,0,0,1,22,0,0,0,0,1,21000
0,0,0,0,0,1,23,0,1,0,0,1,28000
0,0,0,0,0,1,23,0,1,0,0,1,25000
0,0,0,0,0,1,26,0,1,0,0,1,3000
0,0,0,0,0,1,22,0,0,0,0,1,14900
0,0,0,0,0,1,28,0,0,0,0,1,2400
0,0,0,0,0,1,29,0,1,0,0,1,67000
0,0,0,0,0,1,27,0,0,0,0,1,13000
0,0,0,0,0,1,25,0,1,0,0,1,20400
0,0,0,0,0,1,26,1,0,0,0,1,5000
0,0,0,0,0,1,28,1,1,0,0,1,38700
0,0,0,0,0,1,33,0,1,0,0,1,9100
0,0,0,0,0,1,27,1,0,0,0,1,18000
0,0,0,0,0,1,26,1,1,1,0,0,27000
0,0,0,0,0,1,32,0,1,1,0,0,106200
0,0,0,0,0,1,28,0,0,1,0,0,30000
0,0,0,0,0,1,34,0,0,0,0,1,36000
0,0,0,0,0,1,23,0,0,0,0,1,12400
0,0,0,0,0,1,23,0,1,0,0,1,750
0,0,0,0,0,1,25,0,1,0,0,1,31200
0,0,0,0,0,1,25,0,1,0,0,1,8400
0,0,0,0,0,1,30,0,1,0,0,1,10000
0,0,0,0,0,1,31,0,0,0,0,1,19940
0,0,0,0,0,1,24,0,1,0,0,1,42200
0,0,0,0,0,1,33,1,0,0,0,1,11200
0,0,0,0,0,1,25,0,1,0,0,1,30000
0,0,0,0,0,1,27,0,0,0,0,1,12900
0,0,0,0,0,1,24,0,1,0,0,1,47000
0,0,0,0,0,1,23,0,1,0,0,1,2000
0,0,0,0,0,1,29,0,0,0,0,1,25000
0,0,0,0,0,1,34,0,0,0,0,1,1470
0,0,0,0,0,1,27,0,1,0,0,1,32800
0,0,0,0,0,1,33,0,0,0,0,1,15000
0,0,0,0,0,1,23,0,0,0,0,1,24000
0,0,0,0,0,1,23,0,1,0,0,1,45000
0,0,0,0,0,1,30,0,1,0,0,1,9600
0,0,0,0,0,1,35,0,1,0,0,1,9400
0,0,0,0,0,1,35,1,1,0,0,1,45000
0,0,0,0,0,1,26,0,1,0,0,1,46800
0,0,0,0,0,1,24,0,0,0,0,1,15000
0,0,0,0,0,1,26,0,0,0,0,1,10000
0,0,0,0,0,1,24,0,1,0,0,1,38900
0,0,0,0,0,1,29,0,0,0,0,1,34000
0,0,0,0,0,1,23,0,0,0,0,1,20000
0,0,0,0,0,1,23,0,0,0,0,1,10000
0,0,0,0,0,1,27,0,1,0,0,1,75000
0,0,0,0,0,1,25,1,1,0,0,1,141000
0,0,0,0,0,1,30,1,0,0,0,1,2000
0,0,0,0,0,1,30,1,0,1,0,0,3000
0,0,0,0,0,1,26,0,0,0,0,1,1200
0,0,0,0,0,1,27,1,0,0,0,1,2200
0,0,0,0,0,1,32,1,1,0,0,1,34500
0,0,0,0,0,1,32,0,0,0,0,1,18600
0,0,0,0,0,1,34,0,0,0,0,1,21800
0,0,0,0,0,1,29,0,1,0,0,1,18800
0,0,0,0,0,1,32,1,1,0,0,1,30000
0,0,0,0,0,1,24,1,0,0,0,1,1200
0,0,0,0,0,1,34,1,1,0,0,1,12100
0,0,0,0,0,1,29,1,0,0,0,1,10000
0,0,0,0,0,1,22,0,0,0,0,1,9100
0,0,0,0,0,1,22,0,0,0,0,1,9000
0,0,0,0,0,1,25,0,0,0,0,1,2000
0,0,0,0,0,1,23,0,1,0,0,1,7200
0,0,0,0,0,1,22,0,0,0,0,1,5000
0,0,0,0,0,1,27,0,1,0,0,1,60000
0,0,0,0,0,1,31,1,0,0,0,1,25000
0,0,0,0,0,1,33,1,0,0,0,1,21600
0,0,0,0,0,1,35,1,1,0,0,1,68000
0,0,0,0,0,1,35,1,0,0,0,1,16600
0,0,0,0,0,1,31,0,0,0,0,1,45000
0,0,0,0,0,1,32,0,0,0,0,1,12600
0,0,0,0,0,1,35,0,0,0,0,1,20200
0,0,0,0,0,1,30,1,0,0,0,1,6000
0,0,0,0,0,1,33,1,1,0,0,1,60000
0,0,0,0,0,1,30,1,0,0,0,1,30000
0,0,0,0,0,1,23,0,1,0,0,1,6000
0,0,0,0,0,1,24,0,1,0,0,1,10900
0,0,0,0,0,1,32,0,1,0,0,1,114000
0,0,0,0,0,1,32,0,0,0,0,1,6700
0,0,0,0,0,1,28,1,1,0,0,1,7000
0,0,0,0,0,1,33,1,1,0,0,1,35500
0,0,0,0,0,1,25,1,0,0,0,1,35000
0,0,0,0,0,1,33,1,0,1,0,0,41600
0,0,0,0,0,1,30,1,1,0,0,1,15000
0,0,0,0,0,1,23,0,1,0,0,1,14000
0,0,0,0,0,1,23,0,0,0,0,1,20000
0,0,0,0,0,1,23,0,0,0,0,1,15000
0,0,0,0,0,1,26,0,1,1,0,0,27000
0,0,0,0,0,1,30,1,1,1,0,0,71000
0,0,0,0,0,1,26,0,0,0,0,1,65000
0,0,0,0,0,1,27,0,1,0,0,1,4200
0,0,0,0,0,1,28,0,0,0,0,1,15000
0,0,0,0,0,1,22,0,1,0,0,1,30000
0,0,0,0,0,1,27,0,0,1,0,0,5000
0,0,0,0,0,1,34,0,0,0,0,1,37000
0,0,0,0,0,1,22,0,1,0,0,1,28997
0,0,0,0,0,1,22,0,1,0,0,1,1500
0,0,0,0,0,1,29,0,0,1,0,0,30000
0,0,0,0,0,1,35,0,0,0,0,1,24000
0,0,0,0,0,1,24,1,1,0,0,1,37600
0,0,0,0,0,1,35,1,1,0,0,1,30000
0,0,0,0,0,1,22,0,0,0,0,1,6000
0,0,0,0,0,1,31,0,0,0,0,1,22200
0,0,0,0,0,1,28,1,0,0,0,1,73200
0,0,0,0,0,1,27,1,1,0,0,1,47000
0,0,0,0,0,1,30,0,0,0,0,1,15000
0,0,0,0,0,1,22,0,1,0,0,1,18200
0,0,0,0,0,1,27,1,0,1,0,0,13600
0,0,0,0,0,1,30,1,1,0,0,1,30000
0,0,0,0,0,1,34,0,0,1,0,0,33600
0,0,0,0,0,1,33,0,0,0,0,1,46000
0,0,0,0,0,1,35,1,1,0,0,1,45530
0,0,0,0,0,1,31,0,1,0,0,1,85000
0,0,0,0,0,1,31,0,0,0,0,1,45000
0,0,0,0,0,1,31,0,0,0,0,1,34600
0,0,0,0,0,1,34,0,1,0,0,1,38000
0,0,0,0,0,1,23,0,0,0,0,1,7000
0,0,0,0,0,1,29,0,1,0,0,1,21790
0,0,0,0,0,1,24,0,0,0,0,1,40000
0,0,0,0,0,1,28,1,0,0,0,1,30000
0,0,0,0,0,1,32,1,1,0,0,1,15000
0,0,0,0,0,1,31,0,1,1,0,0,33300
0,0,0,0,0,1,23,0,1,0,0,1,4000
0,0,0,0,0,1,34,0,1,0,0,1,50200
0,0,0,0,0,1,33,1,1,0,0,1,40000
0,0,0,0,0,1,33,1,0,0,0,1,55000
0,0,0,0,0,1,32,0,0,0,0,1,15000
0,0,0,0,0,1,22,0,0,0,0,1,14300
0,0,0,0,0,1,22,1,1,0,0,1,19800
0,0,0,0,0,1,27,0,0,0,0,1,31800
0,0,0,0,0,1,30,0,0,0,0,1,21000
0,0,0,0,0,1,31,1,1,0,0,1,53000
0,0,0,0,0,1,33,0,0,0,0,1,45050
0,0,0,0,0,1,28,0,0,0,0,1,25600
0,0,0,0,0,1,24,0,0,0,0,1,6000
0,0,0,0,0,1,25,0,0,0,0,1,21000
0,0,0,0,0,1,33,0,1,0,0,1,38000
0,0,0,0,0,1,27,1,1,0,0,1,19100
0,0,0,0,0,1,25,1,0,0,0,1,14800
0,0,0,0,0,1,26,0,0,0,0,1,910
0,0,0,0,0,1,25,0,0,0,0,1,27000
0,0,0,0,0,1,30,0,0,0,0,1,40000
0,0,0,0,0,1,34,1,1,0,0,1,30000
0,0,0,0,0,1,33,1,0,1,0,0,52000
0,0,0,0,0,1,35,1,1,0,0,1,52000
0,0,0,0,0,1,25,0,0,0,0,1,24000
0,0,0,0,0,1,35,0,0,1,0,0,60000
0,0,0,0,0,1,28,1,1,0,0,1,30000
0,0,0,0,0,1,26,0,1,1,0,0,75000
0,0,0,0,0,1,28,0,1,0,0,1,55000
0,0,0,0,0,1,28,0,0,1,0,0,5040
0,0,0,0,0,1,23,1,1,0,0,1,50000
0,0,0,0,0,1,28,1,0,0,0,1,13700
0,0,0,0,0,1,27,0,0,1,0,0,8500
0,0,0,0,0,1,28,1,1,0,0,1,3000
0,0,0,0,0,1,23,1,0,0,0,1,8000
0,0,0,0,0,1,33,1,0,0,0,1,370
0,0,0,0,0,1,22,0,0,0,0,1,23300
0,0,0,0,0,1,25,0,1,0,0,1,21900
0,0,0,0,0,1,26,0,0,1,0,0,50000
0,0,0,0,0,1,33,1,0,0,0,1,1000
0,0,0,0,0,1,31,1,1,0,0,1,20000
0,0,0,0,0,1,23,0,1,0,0,1,20000
0,0,0,0,0,1,31,0,1,0,0,1,1600
0,0,0,0,0,1,32,0,0,0,0,1,35200
0,0,0,0,0,1,30,0,0,0,0,1,140500
0,0,0,0,0,1,32,1,1,0,0,1,19140
0,0,0,0,0,1,29,1,0,0,0,1,2800
0,0,0,0,0,1,33,0,0,1,0,0,4200
0,0,0,0,0,1,22,0,1,0,0,1,32000
0,0,0,0,0,1,30,1,1,0,0,1,34000
0,0,0,0,0,1,34,1,1,0,0,1,72000
0,0,0,0,0,1,29,1,1,0,0,1,35000
0,0,0,0,0,1,25,1,0,1,0,0,24020
0,0,0,0,0,1,26,0,0,1,0,0,40460
0,0,0,0,0,1,23,0,1,0,0,1,32004
0,0,0,0,0,1,32,0,0,0,0,1,5000
0,0,0,0,0,1,34,0,1,0,0,1,45000
0,0,0,0,0,1,22,0,1,0,0,1,2000
0,0,0,0,0,1,23,0,1,0,0,1,21000
0,0,0,0,0,1,32,1,1,0,0,1,21000
0,0,0,0,0,1,26,1,0,0,0,1,8000
0,0,0,0,0,1,32,1,1,0,0,1,85000
0,0,0,0,0,1,31,1,1,0,0,1,79000
0,0,0,0,0,1,32,1,0,0,0,1,40000
0,0,0,0,0,1,33,1,1,0,0,1,36000
0,0,0,0,0,1,30,1,0,0,0,1,1000
0,0,0,0,0,1,35,1,1,1,0,0,8400
0,0,0,0,0,1,33,0,0,0,0,1,24000
0,0,0,0,0,1,28,0,0,0,0,1,11000
0,0,0,0,0,1,30,1,0,0,0,1,10000
0,0,0,0,0,1,32,1,1,0,0,1,57000
0,0,0,0,0,1,23,0,0,0,0,1,53000
0,0,0,0,0,1,23,0,1,0,0,1,24000
0,0,0,0,0,1,28,0,1,0,0,1,7400
0,0,0,0,0,1,28,0,0,0,0,1,5000
0,0,0,0,0,1,31,0,1,0,0,1,49000
0,0,0,0,0,1,31,1,0,0,0,1,28750
0,0,0,0,0,1,34,0,1,0,0,1,45000
0,0,0,0,0,1,25,0,1,0,0,1,9560
0,0,0,0,0,1,24,0,0,0,0,1,18060
0,0,0,0,0,1,24,0,0,0,0,1,48000
0,0,0,0,0,1,35,0,0,0,0,1,50000
0,0,0,0,0,1,35,0,1,0,0,1,20000
0,0,0,0,0,1,27,0,1,0,0,1,11500
0,0,0,0,0,1,30,0,0,1,0,0,16000
0,0,0,0,0,1,27,0,1,1,0,0,20000
0,0,0,0,0,1,27,0,0,0,0,1,20800
0,0,0,0,0,1,26,0,0,0,0,1,18000
0,0,0,0,0,1,29,1,1,0,0,1,60000
0,0,0,0,0,1,33,1,0,0,0,1,23000
0,0,0,0,0,1,34,1,0,0,0,1,19000
0,0,0,0,0,1,35,0,1,0,0,1,23700
0,0,0,0,0,1,22,0,0,0,0,1,2000
0,0,0,0,0,1,28,0,0,0,0,1,70000
0,0,0,0,0,1,27,0,0,0,0,1,45000
0,0,0,0,0,1,35,1,1,0,0,1,69800
0,0,0,0,0,1,35,1,0,0,0,1,40000
0,0,0,0,0,1,23,0,0,0,0,1,23000
0,0,0,0,0,1,26,1,1,1,0,0,54000
0,0,0,0,0,1,26,1,0,0,0,1,71000
0,0,0,0,0,1,24,0,0,1,0,0,44000
0,0,0,0,0,1,28,1,1,0,0,1,45000
0,0,0,0,0,1,28,1,0,0,0,1,58000
0,0,0,0,0,1,22,0,1,0,0,1,16000
0,0,0,0,0,1,26,0,1,1,0,0,15000
0,0,0,0,0,1,31,0,1,1,0,0,87000
0,0,0,0,0,1,35,0,0,0,0,1,30000
0,0,0,0,0,1,25,0,0,0,0,1,30000
0,0,0,0,0,1,22,0,1,0,0,1,11000
0,0,0,0,0,1,26,0,0,1,0,0,16000
0,0,0,0,0,1,34,0,1,1,0,0,103020
0,0,0,0,0,1,30,0,1,1,0,0,105000
0,0,0,0,0,1,30,0,1,1,0,0,60100
0,0,0,0,0,1,31,0,0,0,0,1,6000
0,0,0,0,0,1,22,0,0,0,0,1,1100
0,0,0,0,0,1,29,0,1,1,0,0,30000
0,0,0,0,0,1,31,1,0,1,0,0,21000
0,0,0,0,0,1,33,0,0,0,0,1,61000
0,0,0,0,0,1,28,1,1,1,0,0,86300
0,0,0,0,0,1,25,1,0,0,0,1,43000
0,0,0,0,0,1,25,0,1,1,0,0,60000
0,0,0,0,0,1,30,0,1,1,0,0,72010
0,0,0,0,0,1,33,1,0,1,0,0,23000
0,0,0,0,0,1,35,0,0,1,0,0,55000
0,0,0,0,0,1,25,1,0,0,0,1,40704
0,0,0,0,0,1,33,1,1,0,0,1,62004
0,0,0,0,0,1,30,0,1,0,0,1,17000
0,0,0,0,0,1,33,1,0,0,0,1,50000
0,0,0,0,0,1,33,1,1,0,0,1,50000
0,0,0,0,0,1,26,0,1,0,0,1,30000
0,0,0,0,0,1,33,1,1,0,0,1,600
0,0,0,0,0,1,29,0,1,1,0,0,30000
0,0,0,0,0,1,30,1,1,0,0,1,55000
0,0,0,0,0,1,31,0,0,0,0,1,35000
0,0,0,0,0,1,27,1,1,0,0,1,16000
0,0,0,0,0,1,26,0,1,0,0,1,42800
